PLATINUM_PRICE_price,CRUDE_OIL_PRICE_timestamp,VALOR_CONTRA_YEN_time_difference,CORN_PRICE_time_difference,VALOR_CONTRA_LIBRA_timestamp,CRUDE_OIL_PRICE_open,CORN_PRICE_open,CRUDE_OIL_PRICE_price,CRUDE_OIL_PRICE_change,high,CRUDE_OIL_PRICE_volume,ind,open,CORN_PRICE_high,COCACOLA_PRICE_open,CRUDE_OIL_PRICE_high,PLATINUM_PRICE_low,TIN_PRICE_open,TIN_PRICE_change,PLATINUM_PRICE_change,count_agg,low,PLATINUM_PRICE_volume,VALOR_CONTRA_YEN_nivel,COCACOLA_PRICE_price,change,VALOR_CONTRA_EURO_time_difference,TIN_PRICE_time_difference,CORN_PRICE_low,timestamp,price,VALOR_CONTRA_LIBRA_nivel,TIN_PRICE_low,CORN_PRICE_price,volume,VALOR_CONTRA_LIBRA_time_difference,PLATINUM_PRICE_high,VALOR_CONTRA_YEN_timestamp,TIN_PRICE_timestamp,TIN_PRICE_high,CORN_PRICE_volume,COCACOLA_PRICE_volume,CORN_PRICE_change,COCACOLA_PRICE_high,COCACOLA_PRICE_timestamp,VALOR_CONTRA_EURO_timestamp,CRUDE_OIL_PRICE_low,COCACOLA_PRICE_low,VALOR_CONTRA_EURO_nivel,PLATINUM_PRICE_open,COCACOLA_PRICE_change,CORN_PRICE_timestamp,TIN_PRICE_price,PLATINUM_PRICE_timestamp,TIN_PRICE_volume,PLATINUM_PRICE_time_difference,CRUDE_OIL_PRICE_time_difference,COCACOLA_PRICE_time_difference
966.65,1580835600,7,7,1580835600,49.91,378.5,49.59,-1.04%,29308.89,-,35,29048.73,383.38,58.76,51.55,960.95,16245.0,0.91%,-0.48%,1,29000.85,-,0.1713,58.84,1.6800000000000002,7,7,378.38,1580860800,29290.85,24.3088,16137.5,382.0,357.54,7,985.2,1580835600,1580835600,16435.0,-,15.42M,0.86%,59.44,1580835600,1580835600,49.31,58.63,20.6476,971.1,0.44%,1580835600,16312.5,1580835600,-,7,7,7
971.3,1580749200,17,7,1580835600,51.05,380.62,49.91,-2.23%,28904.23,-,34,28696.74,381.88,58.8,51.97,954.3,16337.5,-1.75%,0.32%,1,28696.74,-,0.1713,58.58,1.44,17,7,376.62,1580774400,28808.64,24.3088,16122.5,378.5,312.33,17,976.1,1580835600,1580749200,16437.5,-,12.34M,-0.72%,58.97,1580749200,1580835600,49.66,58.53,20.6476,967.45,0.31%,1580749200,16165.0,1580749200,-,7,7,7
968.25,1580662800,41,17,1580835600,51.02,380.62,51.05,-0.99%,28630.25,-,33,28326.23,381.88,58.8,51.27,961.3,16337.5,-1.75%,0.58%,1,28326.23,-,0.1713,58.58,0.52,41,17,376.62,1580688000,28398.39,24.3088,16122.5,378.5,284.68,41,969.5,1580835600,1580749200,16437.5,-,12.34M,-0.72%,58.97,1580749200,1580835600,50.61,58.53,20.6476,962.65,0.31%,1580749200,16165.0,1580662800,-,7,7,17
968.25,1580662800,31,31,1580490000,51.02,379.75,51.05,-0.99%,28691.18,-,32,28488.5,382.62,58.9,51.27,961.3,16082.5,2.59%,0.58%,0,28276.6933333333,-,0.1736,58.4,-0.3533333333,31,31,378.88,1580601600,28349.4166666667,24.8198,16047.5,381.88,308.8533333333,31,969.5,1580490000,1580490000,16475.0,-,17.69M,0.63%,59.06,1580490000,1580490000,50.61,58.16,20.868,962.65,-0.78%,1580490000,16452.5,1580662800,-,17,17,31
962.65,1580490000,7,7,1580490000,52.87,379.75,51.62,-1.00%,28752.11,-,31,28650.77,382.62,58.9,53.36,959.55,16082.5,2.59%,-1.96%,0,28227.1566666667,-,0.1736,58.4,-1.2266666667,7,7,378.88,1580515200,28300.4433333333,24.8198,16047.5,381.88,333.0266666667,7,986.9,1580490000,1580490000,16475.0,-,17.69M,0.63%,59.06,1580490000,1580490000,50.98,58.16,20.868,981.3,-0.78%,1580490000,16452.5,1580490000,-,7,7,7
981.85,1580403600,7,7,1580403600,53.12,384.5,52.88,-0.84%,28813.04,-,30,28813.04,384.88,57.97,53.2,965.55,16172.5,-0.56%,-0.07%,1,28177.62,-,0.17250000000000001,58.86,-2.1,7,7,378.62,1580428800,28251.47,24.559,15700.0,379.75,357.2,7,985.0,1580403600,1580403600,16232.5,-,20.23M,-1.17%,58.98,1580403600,1580403600,51.67,57.76,20.7061,982.5,3.28%,1580403600,16037.5,1580403600,-,7,7,7
982.5,1580317200,7,7,1580317200,53.77,385.25,53.13,-0.65%,28879.16,-,29,28640.16,388.12,57.01,54.37,974.25,16322.5,-1.01%,-0.83%,1,28491.32,-,0.1715,56.99,0.43,7,7,382.88,1580342400,28858.66,24.3468,16007.5,384.5,308.85,7,1000.25,1580317200,1580317200,16400.0,-,9.28M,-0.52%,57.25,1580317200,1580317200,52.83,56.67,20.5802,990.8,-0.04%,1580317200,16127.5,1580317200,-,7,7,7
990.7,1580230800,7,7,1580230800,52.97,380.5,53.77,1.19%,28942.96,-,28,28820.53,386.88,57.45,54.06,983.65,16275.0,0.70%,-0.06%,1,28728.54,-,0.17270000000000002,57.01,0.05,7,7,378.62,1580256000,28735.7,24.4692,16235.0,385.25,282.15,7,996.8,1580230800,1580230800,16405.0,-,15.24M,1.25%,57.75,1580230800,1580230800,52.69,56.97,20.7031,991.1,-0.82%,1580230800,16292.5,1580230800,-,7,7,7
991.3,1580144400,7,7,1580144400,52.64,384.12,52.95,0.65%,28823.14,-,27,28594.28,384.62,57.21,53.56,987.4,16625.0,-3.98%,-1.27%,1,28577.3,-,0.1739,57.48,0.66,7,7,377.38,1580169600,28722.03,24.7801,16175.0,380.5,301.9,7,1005.8,1580144400,1580144400,16705.0,-,14.36M,-1.74%,57.84,1580144400,1580144400,52.16,57.18,20.8812,1003.8,-0.35%,1580144400,16180.0,1580144400,-,7,7,7
1004.05,1580058000,17,17,1580144400,53.7,384.12,52.61,-2.92%,28671.32,-,26,28542.49,384.62,57.21,53.7,1003.1,16625.0,-3.98%,-0.61%,1,28441.65,-,0.1739,57.48,-1.57,17,17,377.38,1580083200,28533.15,24.7801,16175.0,380.5,314.31,17,1015.05,1580144400,1580144400,16705.0,-,14.36M,-1.74%,57.84,1580144400,1580144400,52.19,57.18,20.8812,1010.55,-0.35%,1580144400,16180.0,1580058000,-,7,7,17
1004.05,1580058000,31,31,1579885200,53.7,393.25,52.61,-2.92%,28877.1433333333,-,25,28771.79,393.25,57.85,53.7,1003.1,17110.0,-1.26%,-0.61%,0,28575.5366666667,-,0.1718,57.68,-1.24,31,31,386.5,1579996800,28685.3433333333,24.6473,16845.0,387.25,336.21,31,1015.05,1579885200,1579885200,17115.0,-,8.59M,-1.65%,57.85,1579885200,1579885200,52.19,57.47,20.7794,1010.55,-0.26%,1579885200,16850.0,1580058000,-,17,17,31
1010.25,1579885200,7,7,1579885200,55.69,393.25,54.19,-2.52%,29082.9666666667,-,24,29001.09,393.25,57.85,55.95,1004.25,17110.0,-1.26%,0.12%,0,28709.4233333333,-,0.1718,57.68,-0.91,7,7,386.5,1579910400,28837.5366666667,24.6473,16845.0,387.25,358.11,7,1021.9,1579885200,1579885200,17115.0,-,8.59M,-1.65%,57.85,1579885200,1579885200,53.85,57.47,20.7794,1009.0,-0.26%,1579885200,16850.0,1579885200,-,7,7,7
1009.05,1579798800,7,7,1579798800,56.11,388.5,55.59,-2.03%,29288.79,704.00K,23,29230.39,394.0,57.4,56.27,1001.15,17450.0,-2.15%,-1.33%,1,28843.31,-,0.1715,57.83,-0.58,7,7,387.5,1579824000,28989.73,24.6755,17010.0,393.75,380.01,7,1025.35,1579798800,1579798800,17450.0,256.30K,12.86M,1.29%,57.83,1579798800,1579798800,54.77,57.24,20.8531,1022.65,0.38%,1579798800,17065.0,1579798800,-,7,7,7
1022.6,1579712400,7,7,1579712400,58.26,387.5,56.74,-2.74%,29190.47,620.12K,22,29111.02,391.0,57.22,58.38,995.85,17607.5,-0.82%,2.18%,1,28966.98,-,0.1699,57.61,-0.09,7,7,386.75,1579737600,29160.09,24.4807,17412.5,388.75,307.06,7,1023.7,1579712400,1579712400,17680.0,155.60K,12.87M,0.32%,57.63,1579712400,1579712400,56.03,57.18,20.7048,1000.9,0.77%,1579712400,17440.0,1579712400,-,7,7,7
1000.8,1579626000,7,7,1579626000,59.17,389.0,58.34,-0.66%,29320.2,50.18K,21,29263.63,389.25,56.84,59.73,993.85,17777.5,-1.51%,-2.48%,1,29172.26,-,0.1699,57.17,-0.03,7,7,384.25,1579651200,29186.27,24.4231,17567.5,387.5,283.44,7,1030.45,1579626000,1579626000,17842.5,182.96K,11.97M,-0.45%,57.24,1579626000,1579626000,57.68,56.58,20.7699,1026.6,0.40%,1579626000,17585.0,1579626000,-,7,7,7
1026.3,1579539600,7,17,1579539600,59.28,389.0,58.73,-0.91%,29341.21,-,20,29269.05,389.25,56.84,59.32,1013.6,17645.0,0.49%,-0.41%,1,29146.47,-,0.1695,57.17,-0.52,7,7,384.25,1579564800,29196.04,24.2696,17645.0,387.5,320.64,7,1034.75,1579539600,1579539600,17855.0,182.96K,11.97M,-0.45%,57.24,1579626000,1579539600,58.56,56.58,20.6938,1031.4,0.40%,1579626000,17855.0,1579539600,-,7,7,17
1030.5,1579453200,17,41,1579539600,59.36,389.0,59.27,1.25%,29349.3125,-,19,29280.115,389.25,56.84,59.66,1024.7,17645.0,0.49%,0.34%,0,29182.33,-,0.1695,57.17,-0.34750000000000003,17,17,384.25,1579478400,29234.055,24.2696,17645.0,387.5,324.6975,17,1031.5,1579539600,1579539600,17855.0,182.96K,11.97M,-0.45%,57.24,1579626000,1579539600,59.2,56.58,20.6938,1028.05,0.40%,1579626000,17855.0,1579453200,-,7,7,41
1030.5,1579453200,31,31,1579280400,59.36,377.0,59.27,1.25%,29357.415,-,18,29291.18,389.5,56.89,59.66,1024.7,17610.0,0.65%,0.34%,0,29218.19,-,0.1701,56.94,-0.17500000000000002,31,31,376.75,1579392000,29272.07,24.4316,17587.5,389.25,328.755,31,1031.5,1579280400,1579280400,17847.5,-,14.26M,3.66%,57.15,1579280400,1579280400,59.2,56.81,20.8235,1028.05,0.21%,1579280400,17767.5,1579453200,-,17,17,31
1027.05,1579280400,7,7,1579280400,58.59,377.0,58.54,0.03%,29365.5175,-,17,29302.245,389.5,56.89,58.98,1008.6,17610.0,0.65%,1.16%,0,29254.05,-,0.1701,56.94,-0.0025,7,7,376.75,1579305600,29310.085,24.4316,17587.5,389.25,332.8125,7,1033.4,1579280400,1579280400,17847.5,-,14.26M,3.66%,57.15,1579280400,1579280400,58.27,56.81,20.8235,1015.65,0.21%,1579280400,17767.5,1579280400,-,7,7,7
1015.3,1579194000,7,7,1579194000,58.1,387.25,58.52,1.23%,29373.62,182.87K,16,29313.31,387.75,56.85,58.87,999.6,17487.5,0.89%,-1.57%,1,29289.91,-,0.1709,56.82,0.17,7,7,375.25,1579219200,29348.1,24.5455,17485.0,375.5,336.87,7,1046.55,1579194000,1579194000,17752.5,230.56K,10.23M,-3.10%,56.95,1579194000,1579194000,57.56,56.61,20.972,1032.25,0.21%,1579194000,17652.5,1579194000,-,7,7,7
1031.5,1579107600,7,7,1579107600,58.2,388.75,57.81,-0.72%,29300.32,433.17K,15,29131.95,390.25,56.0,58.36,988.9,17415.0,0.42%,4.27%,1,29131.95,-,0.17120000000000002,56.7,0.92,7,7,386.5,1579132800,29297.64,24.4726,17387.5,387.5,252.11,7,1031.5,1579107600,1579107600,17535.0,141.48K,17.74M,-0.39%,56.98,1579107600,1579107600,57.36,56.0,20.9696,989.9,1.25%,1579107600,17497.5,1579107600,-,7,7,7
989.25,1579021200,7,7,1579021200,58.03,389.25,58.23,0.26%,29127.59,507.71K,14,28901.8,390.5,56.09,58.72,970.25,17420.0,0.19%,0.88%,2,28897.35,-,0.1711,56.0,0.31,7,7,388.25,1579046400,29030.22,24.4518,17270.0,389.0,263.43,7,990.55,1579021200,1579021200,17442.5,115.96K,16.35M,-0.13%,56.29,1579021200,1579021200,57.72,55.84,20.9378,981.2,-0.23%,1579021200,17425.0,1579021200,-,7,7,7
980.6,1578934800,7,7,1578934800,59.04,386.5,58.08,-1.63%,29054.16,584.00K,13,28895.5,389.5,55.51,59.27,969.15,17252.5,0.84%,-0.12%,1,28872.27,-,0.1713,56.13,0.11,7,7,385.5,1578960000,28939.67,24.4058,17232.5,389.5,296.04,7,984.6,1578934800,1578934800,17465.0,139.99K,14.30M,0.97%,56.22,1578934800,1578934800,57.91,55.44,20.9342,983.1,1.08%,1578934800,17392.5,1578934800,-,7,7,7
981.75,1578848400,17,17,1578934800,59.08,386.5,58.91,-0.22%,28909.91,-,12,28869.01,389.5,55.51,59.1,980.6,17252.5,0.84%,-0.26%,1,28819.43,-,0.1713,56.13,0.29,17,17,385.5,1578873600,28907.05,24.4058,17232.5,389.5,263.02,17,984.85,1578934800,1578934800,17465.0,139.99K,14.30M,0.97%,56.22,1578934800,1578934800,58.71,55.44,20.9342,984.25,1.08%,1578934800,17392.5,1578848400,-,7,7,17
981.75,1578848400,31,31,1578675600,59.08,383.25,58.91,-0.22%,28942.9633333333,-,11,28905.18,386.75,55.46,59.1,980.6,17207.5,0.13%,-0.26%,0,28809.32,-,0.17120000000000002,55.53,0.04,31,31,376.5,1578787200,28879.29,24.5431,17187.5,385.75,255.07,31,984.85,1578675600,1578675600,17300.0,-,13.04M,0.65%,55.93,1578675600,1578675600,58.71,55.46,20.8242,984.25,0.34%,1578675600,17247.5,1578848400,-,17,17,31
984.3,1578675600,7,7,1578675600,59.61,383.25,59.04,-0.87%,28976.0166666667,-,10,28941.35,386.75,55.46,59.78,967.35,17207.5,0.13%,1.10%,0,28799.21,-,0.17120000000000002,55.53,-0.21,7,7,376.5,1578700800,28851.53,24.5431,17187.5,385.75,247.12,7,988.5,1578675600,1578675600,17300.0,-,13.04M,0.65%,55.93,1578675600,1578675600,58.85,55.46,20.8242,974.05,0.34%,1578675600,17247.5,1578675600,-,7,7,7
973.6,1578589200,7,7,1578589200,59.99,383.75,59.56,-0.08%,29009.07,750.93K,9,28977.52,387.0,54.95,60.31,952.85,17112.5,0.70%,1.31%,1,28789.1,-,0.17220000000000002,55.34,-0.46,7,7,382.25,1578614400,28823.77,24.53,17112.5,383.25,239.17,7,976.4,1578589200,1578589200,17352.5,130.94K,15.41M,-0.26%,55.4,1578589200,1578589200,58.66,54.84,20.9277,960.9,1.82%,1578589200,17225.0,1578589200,-,7,7,7
961.0,1578502800,7,7,1578502800,62.84,384.0,59.61,-4.93%,28988.01,1.21M,8,28851.97,385.5,54.25,65.65,957.4,16957.5,0.94%,-1.71%,1,28844.31,-,0.1729,54.35,0.74,7,7,382.25,1578528000,28956.9,24.6404,16887.5,384.25,282.85,7,982.05,1578502800,1578502800,17135.0,135.52K,10.68M,-0.07%,54.64,1578502800,1578502800,59.15,54.16,20.9175,977.75,0.18%,1578502800,17105.0,1578502800,-,7,7,7
977.75,1578416400,7,7,1578416400,62.91,385.0,62.7,-0.90%,28866.18,582.65K,7,28556.14,385.75,54.49,63.15,961.65,16867.5,0.34%,0.87%,1,28522.51,-,0.17420000000000002,54.25,0.56,7,7,383.5,1578441600,28745.09,24.8293,16867.5,384.5,296.43,7,981.6,1578416400,1578416400,17112.5,93.54K,10.23M,-0.06%,54.59,1578416400,1578416400,62.11,54.15,21.1174,969.35,-0.77%,1578416400,16945.0,1578416400,-,7,7,7
969.35,1578330000,7,7,1578330000,63.71,386.25,63.27,0.35%,28685.5,724.24K,6,28639.18,387.75,54.73,64.72,960.7,16807.5,0.52%,-2.02%,1,28565.28,-,0.17420000000000002,54.67,-0.42,7,7,382.75,1578355200,28583.68,24.7669,16735.0,384.75,266.68,7,998.9,1578330000,1578330000,16887.5,112.13K,14.70M,-0.45%,54.9,1578330000,1578330000,62.64,54.52,21.0928,989.95,-0.04%,1578330000,16887.5,1578330000,-,7,7,7
989.3,1578243600,17,17,1578330000,63.77,386.25,63.86,1.28%,28708.02,-,5,28465.5,387.75,54.73,64.27,988.55,16807.5,0.52%,0.08%,1,28418.63,-,0.17420000000000002,54.67,0.24,17,17,382.75,1578268800,28703.38,24.7669,16735.0,384.75,261.81,17,997.35,1578330000,1578330000,16887.5,112.13K,14.70M,-0.45%,54.9,1578330000,1578330000,63.61,54.52,21.0928,988.55,-0.04%,1578330000,16887.5,1578243600,-,7,7,17
989.3,1578243600,31,31,1578070800,63.77,391.5,63.86,1.28%,28710.7833333333,-,4,28494.7766666667,392.0,54.13,64.27,988.55,17155.0,-2.17%,0.08%,0,28445.8733333333,-,0.17470000000000002,54.69,-0.11,31,31,385.5,1578182400,28680.5466666667,24.635,16665.0,386.5,254.4033333333,31,997.35,1578070800,1578070800,17172.5,-,11.35M,-1.28%,54.98,1578070800,1578070800,63.61,54.11,21.0002,988.55,-0.55%,1578070800,16800.0,1578243600,-,17,17,31
988.55,1578070800,7,7,1578070800,61.18,391.5,63.05,3.06%,28713.5466666667,-,3,28524.0533333333,392.0,54.13,64.09,985.0,17155.0,-2.17%,0.17%,0,28473.1166666667,-,0.17470000000000002,54.69,-0.46,7,7,385.5,1578096000,28657.7133333333,24.635,16665.0,386.5,246.9966666667,7,1001.15,1578070800,1578070800,17172.5,-,11.35M,-1.28%,54.98,1578070800,1578070800,61.13,54.11,21.0002,987.4,-0.55%,1578070800,16800.0,1578070800,-,7,7,7
986.9,1577984400,7,7,1577984400,61.6,387.75,61.18,-0.24%,28716.31,486.87K,2,28553.33,392.0,55.3,61.6,972.0,17110.0,0.15%,1.17%,1,28500.36,-,0.1736,54.99,-0.81,7,7,387.25,1578009600,28634.88,24.921,16987.5,391.5,239.59,7,998.25,1577984400,1577984400,17195.0,103.99K,11.10M,1.10%,55.42,1577984400,1577984400,60.64,54.76,21.1201,976.15,-0.65%,1577984400,17172.5,1577984400,-,7,7,7
975.5,1577898000,17,7,1577984400,61.52,387.25,61.33,0.44%,28871.24,-,1,28638.97,387.25,55.3,61.54,972.65,17110.0,0.15%,0.37%,1,28628.44,-,0.1736,54.99,1.16,17,17,387.25,1577923200,28869.95,24.921,16987.5,387.25,236.37,17,976.6,1577984400,1577984400,17195.0,-,11.10M,-0.13%,55.42,1577984400,1577984400,61.33,54.76,21.1201,973.55,-0.65%,1577898000,17172.5,1577898000,-,7,7,17
971.9,1577811600,7,7,1577811600,61.68,388.25,61.06,-1.01%,28871.24,494.54K,0,28638.97,389.75,55.24,61.88,965.2,16987.5,1.00%,0.74%,0,28628.44,-,0.1736,55.35,1.16,7,7,386.25,1577836800,28869.95,24.9903,16880.0,387.75,236.37,7,990.5,1577811600,1577811600,17167.5,85.10K,7.98M,-0.13%,55.38,1577811600,1577811600,60.63,54.98,21.1751,965.65,0.14%,1577811600,17147.5,1577811600,-,7,7,7
